opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00474559,,ACC000234,Proyecto Enlace Dedicado 500 Mbps Casa Andina,Negotiation,97419.47,56.0,2023-09-26,2023-04-10,Redes Sociales,Expansion,2727.0
OPP00457656,,ACC000942,Empresas Enterprise Plus Simetrico - Hotel Libertador,Closed Lost,451779.61,0.0,2024-11-20,2024-03-11,WhatsApp,Nuevo Cliente,9850.0
OPP00803289,,ACC000750,Red Privada Duo 1500 Mbps + WOM TvGo + L1MAX - Clinica San Pablo,Qualification,480560.68,29.8,2025-04-29,2025-02-01,Telemarketing,Nuevo Cliente,29052.0
OPP00672757,,ACC000040,Paris Seguridad de Red,Qualification,341963.51,34.1,2024-11-12,2024-03-09,Telemarketing,Expansion,17174.0
OPP00856299,,ACC000417,Bitel Migracion de Red,Proposal,435529.67,66.2,2025-01-31,2024-10-26,Evento,Cross-Sell,6504.0
OPP00872700,,ACC000653,Proyecto TV Digital Duo 1500 Mbps + WOM TvGo + L1MAX - Bitel,Prospecting,212705.93,19.9,2024-02-24,2024-03-15,Llamada Directa,Upgrade,18612.0
OPP00846291,,ACC000124,Country Club Santiago Fibra Optica Implementacion,Negotiation,49466.75,60.4,2024-06-19,2023-12-26,Evento,Renovacion,4573.0
OPP00427276,,ACC000454,Telefonica del Chile - Internet Hogar 5000 Mbps Transformacion Digital,Proposal,53710.84,69.6,2023-05-07,2023-05-11,Web,Expansion,2129.0
OPP00447738,,ACC000874,Unique Implementacion,Negotiation,43828.73,72.2,2023-11-10,2023-10-17,Web,Renovacion,10870.0
OPP00796746,,ACC000520,Clinica San Pablo - WOM TvGo + L1MAX Transformacion Digital,Closed Won,112707.46,100.0,2023-09-23,2023-06-15,Redes Sociales,Cross-Sell,5459.0
OPP00422341,,ACC000559,Proyecto Duo 2500 Mbps + WOM TvGo + L1MAX Gloria,Closed Won,170848.86,100.0,2025-07-20,2024-11-09,Web,Expansion,25840.0
OPP00884372,,ACC000804,Internet Hogar 1500 Mbps Corporativo - Belcorp,Closed Won,412149.54,100.0,2023-10-29,2023-10-04,Telemarketing,Expansion,882.0
OPP00333381,,ACC000064,Plaza Vea Fibra Optica Expansion Fibra,Closed Lost,386091.56,0.0,2025-07-01,2024-09-11,Evento,Renovacion,2963.0
OPP00478468,,ACC000372,Cosapi Migracion de Red,Closed Won,428938.76,100.0,2024-08-15,2024-03-01,Telemarketing,Renovacion,10135.0
OPP01105318,,ACC000558,Red Privada Internet Hogar 2500 Mbps - Universidad San Martin,Negotiation,175490.8,63.4,2023-08-14,2023-07-29,Referencia Cliente,Nuevo Cliente,2318.0
OPP01094364,,ACC000498,Saga Falabella - Enlace Dedicado 500 Mbps Migracion de Red,Closed Won,254368.14,100.0,2025-07-18,2024-10-08,Telemarketing,Nuevo Cliente,26264.0
OPP00375963,,ACC000328,Proyecto Internet Hogar 500 Mbps Mifarma,Closed Lost,139443.67,0.0,2024-11-06,2024-11-28,Redes Sociales,Expansion,11342.0
OPP00322737,,ACC000218,Solucion Empresarial Empresas Business 2500 Mbps - UTEC,Proposal,48050.49,65.0,2025-09-17,2025-02-13,Web,Renovacion,15032.0
OPP00881612,,ACC000633,Empresas Business 2500 Mbps Corporativo - JW Marriott Santiago,Negotiation,176844.87,56.3,2024-09-25,2024-08-30,Referencia Cliente,Upgrade,12976.0
OPP00916778,,ACC000188,Universidad de Santiago Fibra Optica Solucion Empresarial,Closed Lost,398535.85,0.0,2023-11-17,2023-08-20,Telemarketing,Renovacion,2709.0
OPP01033409,,ACC000986,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Osinergmin,Closed Won,429295.92,100.0,2024-04-18,2023-07-25,Evento,Expansion,7547.0
OPP00781001,,ACC000825,VPN Segura Corporativa Corporativo - Inkafarma,Proposal,491641.98,63.3,2023-05-26,2023-06-01,Telemarketing,Cross-Sell,14.0
OPP00386140,,ACC000778,Country Club Santiago Fibra Optica Migracion de Red,Closed Lost,146742.1,0.0,2024-02-26,2024-02-17,Evento,Upgrade,4833.0
OPP00696654,,ACC000565,PUCP Transformacion Digital,Closed Won,124748.34,100.0,2025-05-05,2025-03-06,Web,Expansion,6567.0
OPP00945135,,ACC000146,Transformacion Digital Empresas Enterprise Plus Simetrico - Electro Centro,Closed Lost,175518.58,0.0,2024-10-10,2024-02-18,Redes Sociales,Upgrade,5639.0
OPP01067911,,ACC000112,Southern Chile Fibra Optica Transformacion Digital,Discovery,456506.78,16.0,2024-12-03,2024-02-05,Llamada Directa,Cross-Sell,9873.0
OPP00763139,,ACC000605,UPN Fibra Optica Migracion de Red,Closed Lost,266802.77,0.0,2023-10-02,2023-06-30,Partner,Renovacion,5039.0
OPP00289777,,ACC000460,Hochschild Mining Fibra Optica Seguridad de Red,Proposal,322607.28,68.3,2025-01-28,2024-11-14,Llamada Directa,Cross-Sell,2634.0
OPP00681495,,ACC000561,Red Privada Fibra Corporativa - Boticas BTL,Closed Won,251832.18,100.0,2025-03-27,2025-02-04,Partner,Upgrade,6049.0
OPP01037355,,ACC000091,Transformacion Digital Internet Hogar 500 Mbps - Sky Airline,Qualification,242240.13,45.3,2025-07-09,2024-11-16,WhatsApp,Cross-Sell,7740.0
OPP00527474,,ACC000045,Enlace Dedicado 1 Gbps Corporativo - Scotiabank Chile,Closed Won,43616.9,100.0,2024-07-29,2023-10-21,Telemarketing,Cross-Sell,14144.0
OPP01107840,,ACC000816,Country Club Santiago - Enlace Dedicado 1 Gbps Expansion Fibra,Closed Won,406360.55,100.0,2024-12-03,2024-10-27,Web,Upgrade,6663.0
OPP00923091,,ACC000527,Cosapi - Duo 500 Mbps + WOM TvGo Conectividad Corporativa,Closed Won,405008.23,100.0,2025-03-12,2024-10-23,Llamada Directa,Renovacion,14305.0
OPP00984041,,ACC000565,Infraestructura Internet Hogar 5000 Mbps - Mifarma,Proposal,116589.96,66.1,2024-03-27,2023-12-11,Evento,Cross-Sell,2955.0
OPP00896192,,ACC000524,Viva Airlines - Enlace Dedicado 500 Mbps Despliegue,Closed Won,442994.18,100.0,2024-09-18,2024-03-07,Telemarketing,Cross-Sell,8020.0
OPP00678583,,ACC000902,Caja Temuco - WiFi 6 Router Upgrade Conectividad Corporativa,Negotiation,137086.45,63.3,2024-04-21,2023-07-17,Telemarketing,Cross-Sell,2526.0
OPP01014472,,ACC000115,Clinica Internacional Fibra Optica Transformacion Digital,Closed Lost,232347.68,0.0,2023-07-11,2023-06-13,Partner,Renovacion,9099.0
OPP00374952,,ACC000825,Implementacion Empresas Business 2500 Mbps - Maestro,Closed Won,279099.92,100.0,2024-12-11,2024-12-26,Web,Expansion,27711.0
OPP00795472,,ACC000306,Internet Hogar 5000 Mbps - Repsol Chile,Qualification,121324.03,29.7,2025-03-01,2024-12-05,Partner,Renovacion,25416.0
OPP00399829,,ACC000658,Despliegue Mesh WiFi System - Auna,Prospecting,45823.26,7.4,2024-11-05,2024-10-05,WhatsApp,Renovacion,12264.0
OPP00630059,,ACC000194,Westin Santiago Fibra Optica Migracion de Red,Closed Won,379643.15,100.0,2024-02-15,2023-08-31,Web,Renovacion,82.0
OPP00476474,,ACC000214,Implementacion Duo 500 Mbps + WOM TvGo - Saga Falabella,Proposal,289137.37,61.8,2024-05-05,2023-11-03,WhatsApp,Cross-Sell,7821.0
OPP00359930,,ACC000606,Latam Airlines Chile Transformacion Digital,Closed Won,441878.76,100.0,2024-04-21,2023-08-23,Evento,Renovacion,2611.0
OPP00952808,,ACC000678,Empresas Business 2500 Mbps - Clinica Delgado,Closed Lost,484908.73,0.0,2024-11-07,2024-08-13,Evento,Cross-Sell,11296.0
OPP00568787,,ACC000851,Internet Hogar 2500 Mbps - Osinergmin,Discovery,439762.13,23.4,2023-05-26,2023-05-08,Web,Renovacion,1637.0
OPP01112213,,ACC000377,Fibra Corporativa Corporativo - Caja Rancagua,Discovery,187539.11,19.2,2025-05-31,2025-03-15,WhatsApp,Expansion,15428.0
OPP00919788,,ACC000129,Red Privada Soporte Empresarial 24/7 - Yanbal,Closed Won,35854.57,100.0,2024-06-30,2023-09-15,Llamada Directa,Expansion,9009.0
OPP01010166,,ACC000077,Migracion de Red Mesh WiFi System - Las Bambas,Prospecting,326578.56,12.1,2024-10-27,2024-07-27,Web,Expansion,22505.0
OPP01031756,,ACC000227,Clinica Internacional - Empresas Enterprise 5000 Mbps Expansion Fibra,Negotiation,150180.28,53.8,2024-04-16,2024-03-30,Web,Renovacion,12913.0
OPP00997189,,ACC000759,Cloud Backup Empresarial - USIL,Negotiation,166088.74,57.1,2025-12-20,2025-04-02,Telemarketing,Upgrade,13926.0
OPP00426209,,ACC000015,Proyecto Internet Hogar 5000 Mbps Yanbal,Closed Won,235997.13,100.0,2025-02-11,2024-06-29,Llamada Directa,Nuevo Cliente,15477.0
OPP00822267,,ACC000255,Latam Airlines Chile Fibra Optica Implementacion,Closed Won,30934.67,100.0,2024-09-04,2024-06-19,Evento,Cross-Sell,21904.0
OPP00349853,,ACC000523,Proyecto TV Digital Internet Hogar 5000 Mbps - Municipalidad de Valparaiso,Negotiation,251558.53,69.9,2023-11-20,2023-07-09,Referencia Cliente,Upgrade,6166.0
OPP00363493,,ACC000166,UVK Multicines Despliegue,Closed Won,453899.46,100.0,2024-11-19,2024-04-04,WhatsApp,Expansion,15188.0
OPP01057782,,ACC000639,Proyecto Duo 2500 Mbps + WOM TvGo + L1MAX Bitel,Discovery,480157.05,11.8,2024-04-20,2023-12-29,Redes Sociales,Renovacion,7955.0
OPP00315218,,ACC000491,Proyecto Empresas Professional 1500 Mbps Hospital Rebagliati,Closed Won,441837.1,100.0,2025-10-19,2025-03-31,Redes Sociales,Cross-Sell,6280.0
OPP00422972,,ACC000760,Internet Hogar 2500 Mbps - Southern Chile,Proposal,251276.51,60.3,2023-12-29,2023-04-26,Telemarketing,Renovacion,6351.0
OPP00905637,,ACC000117,Soporte Empresarial 24/7 - Repsol Chile,Closed Lost,53585.35,0.0,2025-07-18,2025-02-20,Redes Sociales,Cross-Sell,4211.0
OPP00330005,,ACC000476,BCP - Internet Hogar 500 Mbps Conectividad Corporativa,Closed Won,42561.85,100.0,2024-01-12,2023-05-10,Web,Upgrade,5216.0
OPP00885782,,ACC000842,Belcorp - Internet Hogar 5000 Mbps Conectividad Corporativa,Negotiation,491567.21,58.4,2024-10-26,2024-06-18,Redes Sociales,Cross-Sell,4376.0
OPP00527206,,ACC000414,Migracion de Red Soporte Empresarial 24/7 - Ministerio de Salud,Closed Lost,428895.82,0.0,2024-10-24,2024-03-10,WhatsApp,Expansion,13104.0
OPP00707089,,ACC000199,Proyecto Empresas Enterprise Plus Simetrico Volcan,Closed Won,466255.84,100.0,2025-01-31,2024-07-24,Telemarketing,Expansion,10719.0
OPP00502910,,ACC000131,Proyecto Empresas Enterprise Plus Simetrico Antamina,Closed Won,208777.2,100.0,2024-08-02,2024-06-17,Web,Renovacion,9280.0
OPP00406821,,ACC000197,Red Privada Cloud Backup Empresarial - Aje Group,Proposal,79688.82,44.4,2024-10-26,2024-10-01,WhatsApp,Upgrade,22111.0
OPP00549645,,ACC000885,Proyecto WOM TvGo + L1MAX UTEC,Closed Lost,208099.28,0.0,2024-01-14,2023-09-17,WhatsApp,Nuevo Cliente,11967.0
OPP00886315,,ACC000939,Proyecto IP Publica Fija Unique,Qualification,285885.56,44.2,2024-09-29,2024-09-08,Evento,Expansion,13914.0
OPP00462441,,ACC000520,Proyecto Internet Hogar 1500 Mbps USIL,Closed Won,68236.62,100.0,2024-05-25,2024-05-19,Evento,Expansion,19561.0
OPP00434305,,ACC000464,Enlace Dedicado 100 Mbps - Hospital Rebagliati,Closed Lost,459088.92,0.0,2024-06-13,2023-10-04,Telemarketing,Expansion,6453.0
OPP00616776,,ACC000257,Instalacion Fibra WOM TvGo Premium - Enel Chile,Closed Won,88820.31,100.0,2024-01-04,2023-09-21,Telemarketing,Cross-Sell,8751.0
OPP00477531,,ACC000364,Duo 5000 Mbps + WOM TvGo + L1MAX - Primax,Proposal,341482.72,58.0,2023-09-06,2023-09-21,Partner,Upgrade,1175.0
OPP00883903,,ACC000534,Proyecto Enlace Dedicado 100 Mbps Volcan,Closed Won,459469.22,100.0,2025-02-22,2025-02-10,Referencia Cliente,Cross-Sell,11367.0
OPP00902279,,ACC000618,SIS Solucion Empresarial,Closed Lost,318865.25,0.0,2024-09-05,2024-06-09,Evento,Cross-Sell,16001.0
OPP00405981,,ACC000902,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - BBVA Chile,Closed Won,441651.28,100.0,2024-07-03,2024-07-03,Redes Sociales,Upgrade,21951.0
OPP00308066,,ACC000966,MiBanco - Mesh WiFi System Conectividad Corporativa,Qualification,495739.91,47.1,2024-10-07,2024-08-11,Referencia Cliente,Cross-Sell,19217.0
OPP00361421,,ACC000296,Volcan Fibra Optica Seguridad de Red,Negotiation,23652.3,65.7,2024-01-26,2023-09-07,Llamada Directa,Expansion,441.0
OPP00369303,,ACC000918,Implementacion Enlace Dedicado 100 Mbps - Clinica Delgado,Closed Won,335256.2,100.0,2024-05-28,2024-05-27,Telemarketing,Renovacion,7265.0
OPP00853753,,ACC000337,BBVA Chile Fibra Optica Expansion Fibra,Qualification,27393.94,21.2,2023-10-28,2023-09-04,WhatsApp,Cross-Sell,9971.0
OPP00407624,,ACC000076,Internet Hogar 500 Mbps - Ministerio de Educacion,Negotiation,223449.03,63.2,2023-11-18,2023-05-19,WhatsApp,Expansion,2919.0
OPP00536802,,ACC000433,SIS Fibra Optica Despliegue,Closed Won,235828.44,100.0,2025-05-28,2025-03-22,WhatsApp,Cross-Sell,15412.0
OPP00586787,,ACC000372,Proyecto Internet Hogar 5000 Mbps Country Club Santiago,Discovery,34572.32,25.8,2024-04-02,2023-06-27,Web,Cross-Sell,6048.0
OPP00667475,,ACC000979,Internet Hogar 1500 Mbps Corporativo - Metro,Qualification,284830.33,24.6,2024-01-10,2023-09-12,Telemarketing,Expansion,5936.0
OPP00935103,,ACC000335,Clinica San Pablo Solucion Empresarial,Closed Won,222081.6,100.0,2025-04-01,2024-07-26,Telemarketing,Cross-Sell,11137.0
OPP00619083,,ACC000840,USIL - Internet Hogar 1500 Mbps Instalacion Fibra,Negotiation,343550.44,74.7,2024-11-29,2024-02-10,Evento,Expansion,16432.0
OPP00384107,,ACC000196,Oncosalud Fibra Optica Proyecto TV Digital,Qualification,421134.97,25.7,2025-05-03,2024-11-26,Telemarketing,Expansion,26976.0
OPP00364223,,ACC000164,Cineplanet Seguridad de Red,Proposal,135031.69,46.5,2024-03-24,2023-11-18,Web,Nuevo Cliente,27.0
OPP00629848,,ACC000092,Indecopi - Duo 1500 Mbps + WOM TvGo + L1MAX Expansion Fibra,Discovery,66538.51,28.7,2024-09-04,2023-12-19,Partner,Nuevo Cliente,13048.0
OPP00625446,,ACC000851,Duo 5000 Mbps + WOM TvGo + L1MAX Corporativo - Country Club Santiago,Closed Lost,157439.1,0.0,2024-01-21,2023-06-25,Partner,Cross-Sell,1266.0
OPP00587970,,ACC000463,Empresas Enterprise 5000 Mbps Corporativo - Auna,Closed Won,165609.43,100.0,2025-03-06,2025-01-11,Web,Cross-Sell,21155.0
OPP00859776,,ACC000844,America Movil Chile - Duo 2500 Mbps + WOM TvGo + L1MAX Upgrade Velocidad,Closed Won,53313.48,100.0,2025-04-29,2024-11-23,WhatsApp,Upgrade,7540.0
OPP00436528,,ACC000011,Internet Hogar 1500 Mbps - Westin Santiago,Negotiation,413697.0,57.7,2024-04-19,2024-02-08,Evento,Cross-Sell,4525.0
OPP00918342,,ACC000147,Solucion Empresarial Empresas Professional 1500 Mbps - Clinica San Pablo,Closed Won,331922.16,100.0,2025-02-21,2025-02-24,Evento,Expansion,16383.0
OPP00653812,,ACC000021,Promart Despliegue,Qualification,343772.26,43.8,2024-06-07,2024-06-23,Referencia Cliente,Nuevo Cliente,6160.0
OPP00387710,,ACC000714,Seguridad de Red Enlace Dedicado 500 Mbps - Ministerio de Salud,Negotiation,345141.37,78.7,2025-04-20,2024-10-14,Evento,Nuevo Cliente,1450.0
OPP01040431,,ACC000746,Empresas Professional 1500 Mbps - Universidad Cesar Vallejo,Qualification,169876.89,41.9,2025-01-04,2024-09-27,Telemarketing,Nuevo Cliente,6922.0
OPP00342518,,ACC000305,Proyecto Seguridad Perimetral UTM Universidad Cesar Vallejo,Closed Lost,181684.64,0.0,2025-08-16,2025-03-14,Redes Sociales,Expansion,9894.0
OPP00554443,,ACC000010,Expansion Fibra Enlace Dedicado 1 Gbps - Osinergmin,Discovery,308260.38,26.2,2026-01-02,2025-04-03,Redes Sociales,Renovacion,28535.0
OPP00649935,,ACC000287,UTEC Fibra Optica Migracion de Red,Qualification,127619.13,22.9,2025-07-02,2025-01-10,Referencia Cliente,Renovacion,3043.0
OPP00940543,,ACC000921,Proyecto Fibra Corporativa Country Club Santiago,Proposal,431373.3,69.0,2025-06-28,2024-11-02,Redes Sociales,Nuevo Cliente,11128.0
OPP00325406,,ACC000777,Promart - Enlace Dedicado 500 Mbps Implementacion,Closed Lost,188920.2,0.0,2025-07-19,2025-02-20,Redes Sociales,Renovacion,12586.0
OPP00723469,,ACC000222,Internet Hogar 1500 Mbps Corporativo - Yanbal,Closed Won,451845.18,100.0,2024-09-24,2024-04-27,Redes Sociales,Cross-Sell,5895.0
OPP00440060,,ACC000729,Proyecto Internet Hogar 1500 Mbps Scotiabank Chile,Closed Lost,348362.32,0.0,2024-05-11,2024-02-25,Evento,Expansion,13950.0
OPP00437964,,ACC000011,Essalud - WOM TvGo + L1MAX Conectividad Corporativa,Qualification,299877.73,39.9,2025-06-06,2024-10-05,Telemarketing,Expansion,4940.0
OPP00822597,,ACC000352,Duo 1500 Mbps + WOM TvGo + L1MAX - Clinica Delgado,Closed Lost,224618.59,0.0,2024-06-25,2024-07-02,WhatsApp,Cross-Sell,9338.0
OPP00712138,,ACC000992,Despliegue Cloud Backup Empresarial - Plaza Vea,Closed Won,408882.67,100.0,2024-03-16,2024-02-15,Redes Sociales,Cross-Sell,10194.0
OPP00512008,,ACC000783,Soporte Empresarial 24/7 - Clinica Internacional,Closed Lost,203735.56,0.0,2024-07-11,2024-06-08,Partner,Renovacion,12676.0
OPP00291298,,ACC000724,Enlace Dedicado 100 Mbps Corporativo - Plaza Vea,Closed Won,129894.42,100.0,2024-07-29,2024-06-08,Referencia Cliente,Expansion,15751.0
OPP00937563,,ACC000322,Internet Hogar 2500 Mbps Corporativo - Country Club Santiago,Closed Lost,432133.09,0.0,2024-02-19,2024-01-25,Telemarketing,Renovacion,1142.0
OPP00530212,,ACC000887,Universidad San Martin - Internet Hogar 2500 Mbps Infraestructura,Negotiation,268042.8,63.0,2023-06-26,2023-05-24,Llamada Directa,Cross-Sell,4277.0
OPP01079338,,ACC000087,Volcan Fibra Optica Proyecto TV Digital,Closed Won,436686.85,100.0,2025-09-17,2024-11-28,Referencia Cliente,Nuevo Cliente,13820.0
OPP00446142,,ACC000308,Sunat Red Privada,Qualification,275827.67,46.7,2024-06-17,2023-12-23,Web,Renovacion,5883.0
OPP00300144,,ACC000432,Cloud Backup Empresarial Corporativo - Cerro Verde,Negotiation,155132.08,79.7,2024-05-06,2023-12-22,Web,Upgrade,5359.0
OPP00573647,,ACC000383,Duo 1500 Mbps + WOM TvGo + L1MAX - Caja Valparaiso,Discovery,130781.7,19.9,2024-02-10,2023-04-14,Llamada Directa,Upgrade,6525.0
OPP00312084,,ACC000552,Enlace Dedicado 500 Mbps Corporativo - Electro Centro,Discovery,102208.4,10.1,2025-11-29,2025-03-05,Llamada Directa,Cross-Sell,22359.0
OPP00470715,,ACC000541,Ministerio de Salud Conectividad Corporativa,Qualification,233769.76,31.4,2025-09-24,2025-01-07,Redes Sociales,Upgrade,16953.0
OPP00807357,,ACC000161,Expansion Fibra Duo 1500 Mbps + WOM TvGo + L1MAX - Primax,Qualification,420512.6,34.0,2024-04-05,2023-09-12,Partner,Nuevo Cliente,1744.0
OPP01085318,,ACC000062,Proyecto Duo 2500 Mbps + WOM TvGo + L1MAX Cinemark Chile,Proposal,82429.48,46.5,2024-11-01,2024-06-11,Partner,Upgrade,15235.0
OPP01098493,,ACC000789,Enel Chile Fibra Optica Expansion Fibra,Proposal,46292.3,56.9,2024-09-26,2023-12-02,Telemarketing,Cross-Sell,2708.0
OPP00698626,,ACC000954,Despliegue Mesh WiFi System - JW Marriott Santiago,Closed Lost,384191.26,0.0,2025-05-20,2024-10-01,Redes Sociales,Expansion,11348.0
OPP01087046,,ACC000341,Sedalib Transformacion Digital,Closed Won,474387.24,100.0,2024-01-30,2023-04-15,Partner,Nuevo Cliente,1662.0
OPP00462375,,ACC000218,Caja Sullana Fibra Optica Despliegue,Closed Won,259591.33,100.0,2023-11-07,2023-09-29,Llamada Directa,Cross-Sell,10746.0
OPP00972655,,ACC000942,Implementacion IP Publica Fija - Mifarma,Closed Won,422557.73,100.0,2025-09-19,2024-11-12,Partner,Cross-Sell,13254.0
OPP00410884,,ACC000601,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Southern Chile,Closed Lost,394584.96,0.0,2023-09-30,2023-08-24,Web,Renovacion,201.0
OPP01068967,,ACC000417,Aje Group - Enlace Dedicado 1 Gbps Solucion Empresarial,Closed Lost,368526.3,0.0,2023-05-25,2023-04-22,Llamada Directa,Cross-Sell,2636.0
OPP00690029,,ACC000749,Saga Falabella Despliegue,Discovery,446485.39,18.8,2023-12-15,2023-11-23,Llamada Directa,Cross-Sell,5227.0
OPP00283932,,ACC000977,Petroperu Fibra Optica Seguridad de Red,Qualification,278838.01,43.7,2024-10-18,2024-05-07,Llamada Directa,Upgrade,4219.0
OPP00839497,,ACC000920,Gloria - Mesh WiFi System Red Privada,Closed Won,385268.95,100.0,2024-09-19,2024-01-14,Referencia Cliente,Nuevo Cliente,16613.0
OPP00618430,,ACC000503,UTEC - Duo 2500 Mbps + WOM TvGo + L1MAX Transformacion Digital,Closed Won,496946.75,100.0,2024-04-26,2023-12-20,WhatsApp,Nuevo Cliente,12583.0
OPP00632386,,ACC000186,Proyecto TV Digital IP Publica Fija - Bitel,Closed Lost,481745.18,0.0,2024-03-13,2023-05-28,Web,Nuevo Cliente,7450.0
OPP01107321,,ACC000430,Caja Temuco Solucion Empresarial,Discovery,158483.44,24.8,2025-03-18,2024-11-08,Partner,Cross-Sell,380.0
OPP00438143,,ACC000893,Internet Hogar 2500 Mbps - BCP,Discovery,484340.96,10.2,2024-05-29,2023-11-16,Partner,Renovacion,7965.0
OPP00334458,,ACC000168,Duo 1500 Mbps + WOM TvGo + L1MAX - Cosapi,Closed Won,26894.76,100.0,2025-03-17,2024-11-29,Llamada Directa,Nuevo Cliente,21425.0
OPP00520276,,ACC000011,Duo 5000 Mbps + WOM TvGo + L1MAX Corporativo - Telefonica del Chile,Closed Lost,363505.57,0.0,2025-06-11,2025-03-13,Evento,Nuevo Cliente,31455.0
OPP00635111,,ACC000710,Transformacion Digital Cloud Backup Empresarial - Boticas BTL,Closed Won,420900.03,100.0,2023-12-19,2023-10-16,Telemarketing,Upgrade,10981.0
OPP00583702,,ACC000192,Osiptel Fibra Optica Red Privada,Closed Won,489766.06,100.0,2025-04-27,2024-08-14,Partner,Cross-Sell,13164.0
OPP01078029,,ACC000698,Upgrade Velocidad Empresas Professional 1500 Mbps - Wong,Discovery,408160.71,10.3,2024-11-06,2024-02-27,Evento,Renovacion,13844.0
OPP00911034,,ACC000728,Petroperu Infraestructura,Qualification,432597.31,49.4,2025-10-20,2025-02-12,Web,Renovacion,25276.0
OPP01022715,,ACC000043,Empresas Enterprise 5000 Mbps Corporativo - Municipalidad de Santiago,Closed Lost,343319.65,0.0,2023-08-17,2023-08-29,Evento,Nuevo Cliente,894.0
OPP01022610,,ACC000690,Seguridad Perimetral UTM Corporativo - SMV,Discovery,120865.74,27.7,2025-03-24,2025-02-16,WhatsApp,Upgrade,9928.0
OPP00530157,,ACC000040,Proyecto Enlace Dedicado 1 Gbps Sedalib,Closed Won,401694.27,100.0,2024-05-28,2024-05-02,Redes Sociales,Upgrade,13926.0
OPP00305047,,ACC000870,Cosapi Infraestructura,Closed Won,351815.4,100.0,2024-04-20,2023-12-06,Web,Renovacion,8476.0
OPP00908082,,ACC000978,Primax Proyecto TV Digital,Discovery,328776.87,18.7,2023-11-17,2023-11-14,Evento,Upgrade,12158.0
OPP00593276,,ACC000592,Infraestructura WOM TvGo + L1MAX - Paris,Closed Won,368409.37,100.0,2023-08-23,2023-08-29,Telemarketing,Nuevo Cliente,10390.0
OPP00860490,,ACC000572,Cerro Verde Despliegue,Qualification,58723.24,26.3,2025-01-21,2024-08-08,Llamada Directa,Cross-Sell,3800.0
OPP00445575,,ACC000904,Conectividad Corporativa Internet Hogar 1500 Mbps - UTEC,Negotiation,304937.91,75.2,2025-08-24,2025-04-03,Referencia Cliente,Expansion,29509.0
OPP01114678,,ACC000444,Expansion Fibra Cloud Backup Empresarial - SMV,Negotiation,144215.72,65.2,2024-08-08,2024-08-23,Referencia Cliente,Cross-Sell,16452.0
OPP00759960,,ACC000619,Duo 1500 Mbps + WOM TvGo + L1MAX - Aje Group,Closed Lost,225220.37,0.0,2024-04-03,2024-03-23,WhatsApp,Expansion,12217.0
OPP00325095,,ACC000791,Expansion Fibra IP Publica Fija - Municipalidad de Valparaiso,Proposal,257988.75,47.4,2024-03-22,2023-05-17,Web,Renovacion,7759.0
OPP00295199,,ACC000237,Enlace Dedicado 100 Mbps Corporativo - BBVA Chile,Closed Won,350907.03,100.0,2023-09-27,2023-04-25,Llamada Directa,Cross-Sell,5490.0
OPP01077957,,ACC000694,Proyecto Enlace Dedicado 500 Mbps Hospital Rebagliati,Qualification,117182.78,30.5,2024-08-28,2024-03-10,WhatsApp,Expansion,17532.0
OPP00469833,,ACC000810,SIS Fibra Optica Conectividad Corporativa,Closed Won,263250.99,100.0,2025-01-31,2025-02-03,Telemarketing,Nuevo Cliente,11956.0
OPP00629024,,ACC000382,Clinica Delgado - Duo 500 Mbps + WOM TvGo Infraestructura,Negotiation,373630.67,75.9,2023-11-17,2023-04-24,Telemarketing,Nuevo Cliente,1830.0
OPP00855392,,ACC000705,Internet Hogar 5000 Mbps Corporativo - UVK Multicines,Prospecting,315639.0,7.9,2025-02-28,2024-10-15,Evento,Expansion,25740.0
OPP00442206,,ACC000843,Empresas Enterprise 5000 Mbps - Saga Falabella,Closed Lost,91878.46,0.0,2024-12-16,2024-06-02,Partner,Renovacion,5861.0
OPP01020062,,ACC000284,WOM TvGo + L1MAX - Ministerio de Educacion,Proposal,93646.63,57.3,2024-06-26,2024-05-26,Llamada Directa,Expansion,13896.0
OPP00945099,,ACC000634,Internet Hogar 1500 Mbps Corporativo - UPN,Negotiation,310007.3,68.8,2025-06-12,2024-12-13,WhatsApp,Nuevo Cliente,17424.0
OPP00329942,,ACC000209,Internet Hogar 500 Mbps - USIL,Negotiation,94076.21,74.6,2024-03-05,2023-06-13,Referencia Cliente,Expansion,6283.0
OPP00382271,,ACC000548,Proyecto Cloud Backup Empresarial Universidad Cesar Vallejo,Proposal,47788.13,69.8,2024-05-29,2024-05-03,Referencia Cliente,Renovacion,2622.0
OPP00541322,,ACC000294,Saga Falabella Despliegue,Closed Lost,181011.67,0.0,2024-08-08,2023-10-15,Web,Renovacion,2464.0
OPP00493649,,ACC000503,Proyecto Internet Hogar 5000 Mbps Hotel Libertador,Closed Won,124444.86,100.0,2025-08-02,2025-03-24,Evento,Renovacion,456.0
OPP00481618,,ACC000850,UTEC Upgrade Velocidad,Negotiation,145250.62,64.0,2023-07-07,2023-05-08,Telemarketing,Expansion,5524.0
